Timestamp,Response,Intensity,Experiment
1746704875093.179,NoShot,2.5,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1746704875129.42,NoShot,2.5,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1746704875167.324,NoShot,2.5,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1746704875245.541,,2.5,VibrationSent,
1746704875784.692,1,2.5,FootPedalPress,
1746704876122.5088,1,2.5,FootPedalPress,
1746704876387.7168,,2.5,PlayerShoot; current_hole_y=430.00; predicted_hole_y=490.00; optimal=False,Score=-59.00; 
1746704876841.011,,2.5,ComputerShoot,
1746704877006.6384,NoShot,2.5,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1746704877050.1284,NoShot,2.5,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1746704877090.5684,NoShot,2.5,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1746704877127.9143,NoShot,2.5,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1746704877166.8765,NoShot,2.5,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1746704877206.8599,NoShot,2.5,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1746704877243.737,NoShot,2.5,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1746704877283.4077,NoShot,2.5,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1746704877321.896,NoShot,2.5,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1746704877357.557,NoShot,2.5,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1746704877514.517,1,2.5,FootPedalPress,
1746704877550.5142,,2.5,PlayerShoot; current_hole_y=380.00; predicted_hole_y=200.00; optimal=False,Score=-60.00; 
1746704877874.5186,1,2.5,FootPedalPress,
1746704878936.6719,NoShot,2.5,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746704878979.0347,NoShot,2.5,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746704879024.1965,NoShot,2.5,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746704879067.1716,NoShot,2.5,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746704879111.07,NoShot,2.5,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746704879146.7837,NoShot,2.5,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
